"CODEMPRESA","PROCESSO","DATA","DESCRICAO","DOCUMENTO","INTERNET","ID","DTMAX","IMPMEMO","IMPRESSAO"
917,"11407852020228260100","18/01/2024","DO INTIME O PERITO PARA ENTREGA DO LAUDO.","","True",13447,"","","True"
924,"10105896320238260152","21/09/2023","AR NEGATIVO
PROT PET REQ LOCALIZAÇÃO DOS EXECUTADOS VIA INFO JUD E SISBAJUD","","True",12660,"","","True"
335,"10819836320218260001","21/09/2023","PROT PET JUNTANDO A LISTAGEM DOS MORADORES","","True",12664,"","","True"
924,"10111049820238260152","26/09/2023","DO CITE-SE PARA PAGAR EN 3 DIAS - HON 10%
CARTA EXPEDIDA 22/09/2023","","True",12700,"","","True"
900,"00083231020098260606","26/09/2023","MANDADO DE AVALIAÇÃO DEVOLVIDO POSITIVO","","True",12702,"","","True"
332,"10164304720238260020","26/09/2023","DO EMENDE A INICIAL PARA JUTNAR A ATA DE PREVISÃO ORÇAMENTARIA
PROT PET JUNTANDO A ATA ","","True",12705,"","","True"
332,"10123983320228260020","26/09/2023","PROT PET REQ QUE O CARTORIO CUMPRA A DETERMINAÇÃO DO JUIZ DE JULHO DE 2023.","","True",12707,"","","True"
332,"10101428820208260020","26/09/2023","PROT PE REQ QUE O CARTORIO CUMPRA A DETERMINAÇÃO DO MM JUIZO E QUE O CARTORIO EXPEÇA AS CARTAS DE INTIMAÇÃO DE PENHORA.","","True",12708,"","","True"
332,"10111353420208260020","01/08/2023","IMOVEL AVALIADO EM R$ 199.000,00","","True",12710,"","","True"
332,"10111353420208260020","26/09/2023","SALA DO JUIZ 24/08/2023","","True",12711,"","","True"
914,"10624886220238260100","27/09/2023","DO MANIFESTE-SE O EXEQUENTE SOBRE O LAUDO.
PROT PET CONCORDANDO COM O LAUDO E REQ AS DATAS DE PRAÇAS COM A MEGA LEILÕES","","True",12717,"","","True"
275,"10560774520198260002","28/09/2023","DO MANIFESTE-SE O COND SOBRE O RECURSO ESPECIAL
PROT PET JUNTANDO AS CONTRARAZÕES DE R ESPECIAL","","True",12720,"","","True"
288,"10326006120178260002","28/09/2023","DO INDEFIRO A PROPOSTA
PROT PET REQ NOVAS DATAS DE PRAÇAS.","","True",12721,"","","True"
900,"00083231020098260606","28/09/2023","DO MANIFESTE-SE O AUTOR SOBRE A AVALIAÇÃO DE R$ 180.000,00
PROT PET CONCORDANDO COM O LAUDO E REQ AS DATAS DE PRAÇAS, COM A MEGA LEILÕES.","","True",12724,"","","True"
323,"10057190620248260001","21/10/2024","PROT PET REQ QUE A TESTMEMUNHA SIMONE SEJA OUVIDA DE FORMA ON LINE POIS VAI ESTAR FORA DO PAIS.","","True",15168,"","","True"
240,"12000611120248260100","18/12/2024","DO CITE-SE PARA PAGAR EM 3 DIAS - HON 10%
CARTA EXPEDIDA 18/12/2024","","True",15514,"","","True"
901,"10462538920248260001","19/12/2024","PROCESSO DISTRIBUIDO - APT 101","","True",15518,"","","True"
239,"11581233620248260100","19/03/2025","JUNTADO AR POSITIVO EM 13/3
PROT PET REQ PENHORA ON LINE.","","True",16052,"","","True"
953,"10240430420258260100","24/03/2025","BLOQUEOU R$ 39.795,40","","True",16064,"","","True"
959,"10161329320258260114","11/04/2025","DO CITE-SE PARA PAGAR EM 3 DIAS - HON10%
CARTA EXPEDIDA 10/04","","True",16208,"","","True"
923,"11200234620238260100","16/04/2025","PROT PET REQ SENTENCIAMENTO DOS EMBARGOS, POIS NÃO TEM MAIS PROVAS A PRODUZIR.","","True",16238,"","","True"
953,"11710599320248260100","27/05/2025","DO MANIFESTE-SE O EXEQUENTE
PROT PET REQ PENHORA ON LINE.","","True",16481,"","","True"
943,"10818874620248260002","20/10/2025","DO ACOLHO O DESBLOQUEIO.
PROT PET REQ PENHORA DO IMOVEL","","True",17594,"","","True"
216,"10538877520208260002","20/10/2025","DO MANIFESTE-SE O EXEQUENTE
PROT PET CONTESTANDO AS PETIÇÕES DA CAIXA E DA PROPOSTA DE ARREMATAÇÃO.","","True",17595,"","","True"
343,"10206784420228260100","07/11/2025","IMOVEL ARREMATADO POR R$ 475.000,00","","True",17721,"","","True"
332,"10101428820208260020","19/01/2026","DO REJEITO O PEDIDO DE PREFERENCIA DA CAIXA.
PROT PET REITERANDO A PETIÇÃO DE FLS 330 PARA HOMOLOGAR A AVALIAÇÃO DO IMOVEL.","","True",17987,"","","True"
986,"10198911020258260100","22/01/2026","DO PROCESSO DESARQUIVADO COM REABERTURA","","True",18016,"","","True"
332,"10123983320228260020","16/01/2024","JUNTADO AR POSITIVO 23/12/2024","","True",13527,"","","True"
332,"10123983320228260020","29/01/2024","PROT PET REQ PENHORA ON LINE.","","True",13528,"","","True"
923,"11200234620238260100","29/01/2024","PROT PET REQ PENHORA ON LINE.","","True",13535,"","","True"
924,"10105965520238260152","21/02/2024","AR NEGATIVO
PROT PET REQ A LOCALIZAÇÃO DOS ENDEREÇOS VIA BACE JUD","","True",13783,"","","True"
75,"583002011177203-3","31/01/2024","DO MANIFESTEM-SE SOBRE  OS ESCLARECIMENTOS PERICIAIS
PROT PET NÃO CONCORDANDO COM O CALCULO DA PERITA E REITERANDO OS CALCULOS FEITOS PELA CONTADORIA DO TRIBUNAL DE JUSTIÇA.","","True",13542,"","","True"
900,"00083231020098260606","01/02/2024","PROT PET REQ A DESIGNAÇÃO DE NOVAS DATAS DE PRAÇAS. 
PROT REQ O SENTENCIAMENTO DOS EMBARGOS DE TERCEIRO.","","True",13557,"","","True"
195,"10054601220198260704","22/04/2024","PROT PET CONCORDANDO QUE O  PROCESSO SEJA REMETIDO PARA A JUSTIÇA FEDERAL","","True",14078,"","","True"
942,"10036529320248260704","25/04/2024","PROCESSO DISTRIBUIDO- B00205","","True",14094,"","","True"
308,"50368308220234036100","28/06/2024","JUNTARAM CONTESTAÇÃO
PROT REPLICA","","True",14477,"","","True"
207,"161.01.2010.013937-6","21/02/2025","PROT PET CONCORDANDO COM A PROPOSTA DE ARREMATAÇÃO - R$ 230.000,00, SENDO 25% A VISTA E O RESTANTE PARCELADO.","","True",15870,"","","True"
951,"10057054520258260564","31/03/2025","AR JUNTADO POSITIVO EM 25/03
PROT PET REQ PENHORA ON LINE.","","True",16113,"","","True"
934,"10002641720258260586","17/04/2025","DO JUNTE AS CUSTAS FALTANTES PARA LOCALIZAR OS ENDEREÇOS DOS REUS EM TODOS LUGARES .
PET JUNTANDO CUSTAS REMANESCENTES.","","True",16239,"","","True"
955,"10018007220258260001","05/05/2025","DO HOMOLOGO O ACORDO","","True",16333,"","","True"
61,"00700239720028260002","06/05/2025","FIZ RECLAMAÇAO DA OUVIDORIA 2025/00058361","","True",16335,"","","True"
964,"10135921720258260003","11/08/2025","AR NEGATIVO DA AMORIM (EMPRESA JA BAIXADA NA JUSCESP)
PROT PET REQ A EXCLUSÃO DA AMORIM DO POLO PASSIVO E REQUERI A INTIMAÇÃO DA PARTE CONTRARIA PARA JUNTAR O CONTRATO DE COMPRA E VENDA.","","True",16949,"","","True"
211,"10031151120258260010","19/09/2025","DO DEFIRO A PESQUISA DE ENDEREÇOS","","True",17301,"","","True"
923,"11200234620238260100","19/09/2025","DO JULGO IMPROCENDENTE OS EMBARGOS - HON 10%","","True",17303,"","","True"
953,"11672968420248260100","03/10/2025","DO DIGAM OS EXECUTADOS","","True",17438,"","","True"
332,"10101428820208260020","14/01/2021","SALA DO JUIZ NESTA DATA","","True",8989,"","","True"
332,"10101428820208260020","20/01/2021","DO DEFIRO A PENHORA ON LINE. COM OS RESULTADOS, MANIFESTE-SE O EXEQUENTE","","True",8990,"","","True"
332,"10101428820208260020","15/02/2021","PROT PET DIZENDO QUE O CARTORIO NÃO CUMPRIU A DETERMINAÇÃO DO JUIZ ","","True",8991,"","","True"
332,"10101428820208260020","09/03/2021","PROT PET REQ REGULAR O ANDAMENTO DO PROCESSO","","True",8992,"","","True"
332,"10101428820208260020","18/03/2021","DO POR EQUIVOCO NÃO FOI FEITA A PENHORA ON LI NE.
BLOQUEOU R$ 1090,61 DO GLEDSON E A LUANA NÃO TEM SALDO","","True",8993,"","","True"
195,"10054601220198260704","23/01/2024","SALA DO JUIZ 16/01/2024","","True",13490,"","","True"
308,"00062515820058260002","23/01/2024","DO FLS 562/563 NÃO CUMPRIDA DETERMINAÇÃO JUDIICAL, AO ARQUIVO.
PROT PET INFORMANDO QUE TODAS AS DETERMINAÇÕES FORAM CUMPRIDAS.","","True",13491,"","","True"
57,"01355183620128260100","23/01/2024","DO MANIFESTE-SE O EXEQUENTE
PROT PET REQ NOVAS DATAS DE PRAÇAS","","True",13494,"","","True"
915,"10447142220238260002","23/01/2024","PROT PET JUNTNADO CUSTAS PARA PENHORA ON LINE","","True",13495,"","","True"
244,"10141534620228260100","24/01/2024","DO MANIFESTE-SE SOBRE O LAUDO
PROT PET CONCORDANDO COM O LAUDO E REQ A DESIGNAÇÃO DAS DATAS DE PRAÇAS.","","True",13503,"","","True"
332,"10101428820208260020","25/03/2021","PROT PET DE ACORDO. JUNTEI PLANILHA DE DEBITO E FORMULARIO ELETRONICO.","","True",8994,"","","True"
332,"10101428820208260020","08/04/2021","DO HOMOLOGO O ACORDO ","","True",8995,"","","True"
332,"10101428820208260020","27/04/2021","PROT PET REQ EXPEDIÇÃO DO MANDADO DE LEVANTAMENTO ELETRONICO ","","True",8996,"","","True"
332,"10101428820208260020","02/11/2021","FOI CREDITADO R$ 1.010,00 REF HONORÁRIOS ","","True",8997,"","","True"
332,"10101428820208260020","25/05/2022","PROT PET REQ DESARQUIVAMENTO E EXECUÇÃO DO ACORDO. JUNTEI CUSTAS E CALCULO E MATRICULA.","","True",8998,"","","True"
941,"10100095820248260003","16/04/2024","PROCESSO DISTRIBUIDO - APT 604
","","True",14028,"","","True"
332,"10101430520228260020","10/10/2022","PROT REQ REGULAR ANDAMENTO DO PROCESSO","","True",10240,"","","True"
917,"11407852020228260100","22/08/2023","DO DEFIRO O PARCELAMENTO DOS R$ 9.310,00 EM 3 PARCELAS. (RESTANTE DOS HONORARIOS DO PERITO)","","True",12386,"","","True"
308,"00062515820058260002","11/10/2022","PROT PET REQ INTIMAÇÃO DOS HERDEIROS E A TRANSFERENCIA DOS VALORES DO PROCESSO ANTIGO PARA ESTE.","","True",10250,"","","True"
170,"01673364520088260100","11/10/2022","DO AUTORIZO AS PRAÇAS , NO SEGUNDO LEILÃO POR 50% DA AVALIAÇÃO.","","True",10251,"","","True"
289,"10261532320188260002","11/10/2022","DO JUNTE CUSTAS PARA INTIMAÇÃO POSTAL NO AGRAVO
PROT PET JUNTANDO CUSTAS POSTAIS","","True",10252,"","","True"
323,"1011036872021826001","11/10/2022","DO MANIFESTE-SE O EXEQUENTE, JUNTANDO CALCULO ATUALIZADO. 
PROT PET JUNTANDO CALCULO ATUALIZADOE E REITERANDO O PEDIDO DE PENHORA DOS DIREITOS CREDITORIOS.","","True",10254,"","","True"
332,"10101482720228260020","27/10/2022","JUNTADO AR POSITIVO ","","True",10377,"","","True"
332,"10101482720228260020","04/11/2022","PROT PET REQ PENHORA ON LINE DAS CONTAS - JUNTEI CALCULO E CUSTAS","","True",10378,"","","True"
332,"10111388620208260020","22/02/2024","PROT PET REITERANDO PET DE FLS 216","","True",13688,"","","True"
320,"10178024820238260564","30/04/2024","DO MANIFESTE-SE O EXEQUENTE SOBRE A PET DA CAIXA
PROT PET FALANDO DA PETIÇÃO DA CAIXA","","True",14134,"","","True"
943,"10299794720248260002","22/07/2024","DO MANIFESTE-SE O CONDOMINIO SE CONCORDA COM O ACORDO
PROT PET DIZENDO QUE NÃO CONCORDA,POIS A PESSOA SEQUER PAGA AS QUOTAS VINCENDAS","","True",14613,"","","True"
57,"01355183620128260100","15/08/2024","DO MANIFESTE-SE O AUTOR, POIS AS PRAÇAS FORAM NEGATIVAS
PROT PET REQ NOVAS DASTGAS DE PARÇAS","","True",14763,"","","True"
186,"10706241420248260100","19/08/2024","PROT PET REQ QUE O CARTORIO INTIME A PERITA NOMEADA","","True",14769,"","","True"
288,"10326006120178260002","11/10/2024","DO MANIFESTE-SE SOBRE O AGRAVO DE INSTRUMENTO NO. 2309934-35-2024.8.26.0000.","","True",15084,"","","True"
288,"10326006120178260002","15/10/2024","PROT CONTRAMINUTA DE AGRAVO DE INSTRUMENTO","","True",15085,"","","True"
57,"01355183620128260100","27/09/2021","DO 1º LEILÃO 05/10 ATÉ 08/10
2º LEILÃO 08/10 ATÉ 26/10
80% DA AVALIAÇÃO ","","True",1613,"","","True"
57,"01355183620128260100","11/11/2021","PROT PET REQ NOVAS DATAS DE LEILÃO","","True",1614,"","","True"
57,"01355183620128260100","13/01/2022","DO IMTTIME A EMPRESA DE LEILÕES PARA DESIGNAÇAO DE NOVAS DATAS.","","True",1615,"","","True"
153,"10198259820238260100","23/03/2023","AR JUNTADO NEGATIVO
PROT PET REQ LOCALIZAÇÃO DO ENDEREÇO VIA INFOJUD E SISBAJUD(JUNTAMOS GUIA)","","True",11209,"","","True"
890,"10101907620228260020","23/03/2023","PROT PET NÃO CONCORDANDO COM OS TERMOS DO ACORDO PROPOSTO E PEDIMOS A SUSPENSÃO DO PROCESSO POR 10 DIAS, PARA ENTABULARMOS OUTRO.","","True",11212,"","","True"
61,"00700239720028260002","28/03/2023","PERICIA AGENDADA PARA 28/04/2023 - 10.00 HS - JA ENVIEI PARA O SINDICO.","","True",11213,"","","True"
332,"10101482720228260020","27/03/2023","DO DEFIRO A PENHORA, ACRESCENTE O PAGAMENTO DE CUSTAS DE PENHORA ON LINE.
PROT PET JUNTANDO A DIFERENÇA DEVIDA.","","True",11214,"","","True"
332,"10111361920208260020","10/09/2024","DO BLOQUEIO ON LINE INFRUTIFERO
PROT PET REQ PENHORA DE CARROS","","True",14884,"","","True"
209,"10069084920218260704","10/09/2024","DO JUNTE O DEVEDOR O IMPOSTO DE RENDA PARA COMPROVAR QUE O DEVEDOR SO TEM AQUELE IMOVEL.","","True",14885,"","","True"
75,"583002011177203-3","11/09/2024","DO MANIFESTE-SE SOBRE O LAUDO PERICIAL","","True",14892,"","","True"
97,"10151843620248260002","11/09/2024","DO MANIFESTE-SE A AUTORA . PROT PET REQ PENHORA NO ROSTO DOS AUTOS 107369-49-2023.8.26.0002 E A CITAÇÃO DO NOVO INVENTARIANTE","","True",14893,"","","True"
244,"10141534620228260100","10/09/2024","DO PROT PET REQ EXP MANDADO DE LEVANTAMENTO A FAVOR DO EXEQUENTE","","True",14895,"","","True"
942,"10036529320248260704","13/09/2024","BLOQUEOU R$ 2.479,50
PROT PET REQ INTIMAÇÃO POSTAL DO EXECUTADO","","True",14904,"","","True"
244,"10141534620228260100","13/09/2024","DO DEFIRO A EXP MANDADO DO LEVANTAMENTO E MANIEFSTE-SE O EXEQUENTE
PROT PET REQ A PENHORA DO ESCRITORIO DO EXECUTADO E O AGENDAMENTO DAS DATAS DE PRAÇAS","","True",14905,"","","True"
923,"11200234620238260100","13/09/2024","DO EMBARGOS - MANIFESTEM-SE OS EMBARGANTES SOBRE A PROPOSTA DO CONDOMINIO","","True",14906,"","","True"
943,"10299249620248260002","13/09/2024","DO MANIFESTE-SE SOBRE A CERT O DE JUSTIÇA
PROT PET REQ CITAÇÃO POSTAL, POIS O PREDIO NÃO TEM PORTARIA","","True",14907,"","","True"
327,"10497588720218260100","16/10/2024","SALA DO JUIZ 04/10/2024","","True",15097,"","","True"
915,"10447142220238260002","13/12/2024","FOI CREDITADO O VALOR NA CONTA DO ESCR, RETIRAMOS OS HONORARIOS E REPASSOS O RESTANTE PARA O COND.","","True",15515,"","","True"
928,"10082858220258260100","18/03/2025","DO MANIFESTE-SE O AUTOR SOBRE A CONTESTAÇÃO","","True",16025,"","","True"
323,"10237870920218260001","24/03/2024","DO JUNTE MATRICULA ATUALIZADA 
PROT PET JUNTANDO MATRICULA ATUALIZADA.","","True",16066,"","","True"
195,"10054601220198260704","30/05/2025","PROT PET REQ REGULAR ANDAMENTO DO PROCESSO.","","True",16530,"","","True"
323,"1011036872021826001","23/06/2025","DO AGUARDE-SE A REALIZAÇÃO DAS PRAÇAS","","True",16636,"","","True"
960,"10109061820258260564","13/06/2025","DO MANIFESTE-SE O EXEQUENTE
","","True",16637,"","","True"
934,"10009738620248260586","05/11/2025","DO MANIFESTE-SE O EXEQUENTE
PROT PET REQ PENHORA DO IMOVEL, POIS O VEICULO ENCONTRADO PELO RENAJUD FOI ROUBADO.","","True",17672,"","","True"
260,"10985930720248260002","01/12/2025","DO MANIFESTE-SE O EXEQUENTE
PROTE PET DISCORDANDO DA PETIÇÃO DOS EXECUTADOS E REQUERENDO A MANUTENÇÃO DA PENHORA E DESIGNAÇAO DAS DATAS DE LEILÕES.","","True",17818,"","","True"
955,"10018007220258260001","09/12/2025","DO BLOQUEIO INFRUTIFERO
PROT PET REQ PENHORA ON LINE","","True",17861,"","","True"
953,"11627049420248260100","18/12/2025","DO PENHORA INFRUTIFERA
PROT PET REQ PENHORA DA VAGA.","","True",17912,"","","True"
257,"40036945720258260704","15/01/2026","PROT PET REQ CITAÇÃO POR HORA CERTA, POIS A PESSOA ESTA SE ESQUIVANDO DE RECEBER O OFCIAL","","True",17982,"","","True"
153,"10198259820238260100","28/03/2023","DO DEFIRO A PRESQUISA DE ENDEREÇOS SOLICITADA.","","True",11218,"","","True"
275,"10560774520198260002","27/03/2023","PROT PET INFORMANDO QUE O CONDOMINIO NÃO TEM INTERESSE NA AUD DE CONCILIAÇAÕ EM SEGUNDO GRAU.","","True",11219,"","","True"
332,"5010345872024403 63 0 1","28/07/2023","JUNTADO AR POSITIVO DE INTIMAÇÃO DA CAIXA E FEDERAL.
PROT PET REITERANDO A NOMEAÇÃO DE PERITO JUDICIAL","","True",12153,"","","True"
913,"10176510420238260008","24/10/2023","SALA DO JUIZ 13/10/2023","","True",12949,"","","True"
335,"10819836320218260001","24/10/2023","DO MANIFESTE-SE O AUTOR","","True",12950,"","","True"
900,"00083231020098260606","24/10/2023","DO NOMEIO A MEGA LEILÕES E  FIXO O VALOR DE R$ 180.000,00 DE AVALIAÇÃO.","","True",12952,"","","True"
928,"10020547320248260100","15/01/2024","DO CITE-SE PARA PAGAR EM 3 DIAS - HON 10%
CARTA EXPEDIDA 10/01/2024
PROT PET JUNTANDO ATAS DE ASSEMBLEIA DE TODO O PERIODO","","True",13404,"","","True"
931,"10345126220188260001","15/03/2024","PROT PET REQ PENHORA ON LINE","","True",13844,"","","True"
332,"10101428820208260020","15/05/2023","PROT JUNTANDO MATRICULA ATUALIZADA, OS ENDEREÇOS DO EXECUTADO E O CREDOR FIDUCIARIO.","","True",11512,"","","True"
896,"10785866220228260002","15/05/2023","CONCLUSÃO 15/05/2023","","True",11516,"","","True"
308,"10542443120158260002","15/05/2023","DO AGUARDE-SE A PUBLICAÇÃO DO EDITAL.","","True",11517,"","","True"
252,"10535371920228260002","15/05/2023","CONCLUSÃO 12/05/2023","","True",11518,"","","True"
288,"10326006120178260002","15/05/2023","PROT PET JUNTANDO CALCULO ATUALIZADO PARA EFEITO DE PRAÇA","","True",11519,"","","True"
216,"10538877520208260002","15/05/2023","SALA DO JUIZ 12/05/2023","","True",11520,"","","True"
61,"00700239720028260002","15/05/2023","AVALIADO R$ 269.000,00","","True",11521,"","","True"
323,"1011036872021826001","18/05/2023","FALEI NO BALCAO VIRTUAL PARA ENVIAREM O PROCESSO PARA A SALA DO JUIZ","","True",11546,"","","True"
323,"1011036872021826001","19/05/2023","DO POR INTIME O EXECUTADO DA AVALIAÇÃO.","","True",11560,"","","True"
914,"10624886220238260100","19/05/2023","DO RECEBO A EMENDA, CITE-SE PARA PAGAR EM 3 DIAS - HON 10%
CARTA EXPEDIDA EM 18/05/2023","","True",11561,"","","True"
244,"10141534620228260100","05/12/2023","DO MANIFESTE-SE AS PARTES SOBRE A MANIFESTAÇÃO DO PERITO
PROT PET DANDO CIENCIA DA DATA DE NOVA AVALIAÇÃO DO IMÓVEL (12/12/2023)","","True",13218,"","","True"
917,"11109987720218260100","01/12/2023","DO MANIFESTE-SE SOBRE A APELAÇAÕ","","True",13310,"","","True"
61,"00700239720028260002","06/02/2009","PROTOCOLAMOS PETIÇÃO JUNTANDO A PROCURAÇÃO.","","True",1807,"","","True"
61,"00700239720028260002","09/02/2009","ÚLTIMO ANDAMENTO:PETIÇÃO DO CONDOMINIO REQUERENDO CITAÇÃO DOS RÉUS EM 18/11 FOI DEFERIDO.(ENDEREÇOS OBTIDOS VIA DRF E BACEN).
O PROCESSO,ANTES DISSO,FOI SUSPENSO POR 15 DIAS.
FOI EXPEDIDA CARTA PRECATÓRIA QUE RETORNOU INFRUTIFERA.
A CAIXA ECONOMICA REQUEREU PREFERÊNCIA DE CRÉDITO,MAS FOI INDEFERIDO. ","","True",1808,"","","True"
61,"00700239720028260002","11/02/2009","PROTOCOLAMOS PETIÇÃO REQUERENDO A EXPEDIÇÃO DO MANDADO PARA CITAR O RÉU.","","True",1809,"","","True"
61,"00700239720028260002","06/03/2009","AGUARDANDO DIGITAÇÃO 19/11","","True",1810,"","","True"
61,"00700239720028260002","08/04/2009","DIÁRIO OFICIAL-DEFIRO.EXPEÇA-SE MANDADO PARA CITAÇÃO DOS RÉUS.
CONCEDIDO BENEFICIOS DO ART.172 DO CPC.JUNTE O AUTOR DILIGÊNCIA OFICIAL DE JUSTIÇA EM 05 DIAS.","","True",1811,"","","True"
61,"00700239720028260002","13/04/2009","PROTOCOLAMOS PETIÇÃO JUNTANDO DILIGÊNCIA OFICIAL DE JUSTIÇA.","","True",1812,"","","True"
61,"00700239720028260002","28/05/2009","AGUARDANDO PROVIDÊNCIAS 13/05","","True",1813,"","","True"
61,"00700239720028260002","22/07/2009","AGUADANDO PROVIDÊNCIAS 16/07.","","True",1814,"","","True"
900,"00083231020098260606","12/04/2024","DO MANIFESTE-SE O CONDOMINIO
PROT CONTESTANDO A EMPRESA GENEA QUE RETOMOU O IMOVEL","","True",14009,"","","True"
170,"01673364520088260100","11/07/2024","PASSEI EMAIL PARA A SALA DO JUIZ PARA INTIMAR O PERITO","","True",14537,"","","True"
928,"10020547320248260100","16/10/2024","SALA DO JUIZ 09/10/2024","","True",15098,"","","True"
953,"11627049420248260100","08/11/2024","CARTA EXPEDIDA 06/11","","True",15310,"","","True"
153,"10198259820238260100","05/12/2024","PROT PET JUNTANDO OS EDITAIS.","","True",15474,"","","True"
343,"10206784420228260100","19/03/2025","INTIMADO EM 14/03 SOBRE O VALOR DA AVALIAÇÃO.","","True",16032,"","","True"
275,"10206480720258260002","08/04/2025","JUNTADO AR POSITIVO EM 02/04/2025
PROT PET REQ PENHORA ON LINE","","True",16168,"","","True"
239,"10354362320258260100","15/08/2025","DO O EXECUTADO NÃO CONCORDA COM O LEVANTAMENTO TOTAL.
JUNTE NOVO FORMULARIO.
PROT PET JUNTANDO NOVO FORMULARIO.","","True",16991,"","","True"
19,"10253144820258260100","17/12/2025","DO JUNTE CUSTAS PARA INTIMAR DA PENHORA DO IMOVEL
PROT PET JUNTANDO AS CUSTAS","","True",17908,"","","True"
977,"40084256520258260003","19/01/2026","DO AGUARDE-SE PRAZO PARA EMBARGOS","","True",17988,"","","True"
61,"00700239720028260002","11/08/2009","AGUARDANDO DEVOLUÇÃO DE MANDADO NESTA DATA.","","True",1815,"","","True"
61,"00700239720028260002","25/09/2009","AGUARDANDO O OFICIAL DEVOLVER O MANDADO.","","True",1816,"","","True"
61,"00700239720028260002","13/10/2009","DIÁRIO OFICIAL - CITAR FERNANDO E A CO-RÉ GENI FALECEU EM 1997 E JÁ ESTAVA SEPARADA DELE.","","True",1817,"","","True"
61,"00700239720028260002","27/10/2009","REMETIDO A DEFENSORIA PÚBLICA 16/10.","","True",1818,"","","True"
61,"00700239720028260002","11/11/2009","RETORNO DA DEFENSORIA 06/11.","","True",1819,"","","True"
61,"00700239720028260002","18/11/2009","DIÁRIO OFICIAL - FLS308/324 - A RÉPLICA.","","True",1820,"","","True"
61,"00700239720028260002","23/11/2009","PROTOCOLAMOS RÉPLICA.","","True",1821,"","","True"
170,"01673364520088260100","28/03/2023","istos. Fls. 2071/2073: ciente. Cumpra-se v. Acórdão que negou provimento ao agravo de instrumento interposto em face da decisão de fl. 1984, que deixou de atribuir efeito suspensivo ao recurso de apelação de fls. 1938/1960. Fls. 2069/2070: expeça-se mandado de levantamento MLE a favor do perito, consoante já determinado à fl. 1605, com presteza. No mais, considerando que as contrarrazões ao recurso de apelação já foram apresentadas às fls. 1988/2002, e que não incumbe ao magistrado de primeiro grau a realização de juízo de admissibilidade, remetam-se os autos ao Eg. TJSP, com nossas homenagens de estilo. ","","True",11231,"","","True"
170,"01673364520088260100","29/03/2023","DESPACHAMOS PETIÇÃO REQUERENDO QUE A JUIZA DESIGNE DATAS DE PRAÇAS.","","True",11232,"","","True"
327,"10497588720218260100","30/03/2023","DO DESPACHO SANEADOR, PEDINDO PARA ARROLAR TESTEMUNHAS.","","True",11243,"","","True"
244,"10141534620228260100","14/06/2023","PROT PET JUNTANDO AS 3 AVALIAÇÕES, SENDO A MENOR DE  R$ 3.500.000,00","","True",11749,"","","True"
913,"10176510420238260008","19/03/2024","PROT PET ACORDO","","True",13876,"","","True"
61,"00700239720028260002","14/12/2009","AGUARDANDO JUNTADA","","True",1822,"","","True"
61,"00700239720028260002","09/02/2010","PROT. PET. REINTERANDO O SETENCIAMENTO DP FEITO","","True",1823,"","","True"
61,"00700239720028260002","16/03/2010","OFICIE-SE A CAIXA ECONOMICA FEDERAL SOLICITANDO QUE ENVIEM O CONTRATO DE COMPRA E VENDA DE DANIEL BORGES DA COSTA REFERENTE A ESTA UNIDADE.","","True",1824,"","","True"
61,"00700239720028260002","07/04/2010","EXPEDIDA CERTIDÃO PARA CAIXA EM 31/03","","True",1825,"","","True"
61,"00700239720028260002","18/05/2010","MESA DA ESCREVENTE AGUARDANDO JUNTADA DESDE 28/04","","True",1826,"","","True"
61,"00700239720028260002","01/06/2010","DO. FOLHAS 370/371. PROVIDENCIE O AUTOR NO PRAZO DE 5 DIAS. CERTIDÃO ATUALIZADO DE REGISTRO OBJETO DA PRESENTE AÇÃO.","","True",1827,"","","True"
61,"00700239720028260002","21/06/2010","CONCLUSÃO 18/06","","True",1828,"","","True"
61,"00700239720028260002","24/06/2010","EXPEÇA-SE OFICIO COM TODOS OS DADOS CONSTANTES NO PROCESSO","","True",1829,"","","True"
61,"00700239720028260002","06/12/2010","AVISO DE RECEBIMENTO POSITIVO JUNTADO EM 30/11","","True",1830,"","","True"
913,"10033340720238260006","26/04/2024","INGRESSARAM COM CUMPRIMENTO DE SENTENÇA 00021110220248260006
PROT PET REQUERENDO O PARCELAMENTO - 30% DE ENTARDA (JA PAGAMOS) E O RESTANTE EM 6 PARCELAS, COM JUROS DE 1% AO MÊS.","","True",14114,"","","True"
252,"10535371920228260002","23/07/2024","PROT PET REQ QUE O CARTORIO EXPEÇA A CARTA DE CITAÇÃO, CONFORME O JUIZ DETERMINOU.","","True",14614,"","","True"
239,"11581233620248260100","16/10/2024","CARTA EXPEDIDA 14/10","","True",15099,"","","True"
937,"10423045720248260001","19/12/2024","AR NEGATIVO - VINICIUS - MUDOU-SE
PROT PET REQ LOCALIZAÇÃO DO ENDEREÇO DO VINICIUS VIA RECEITA FEDERAL.","","True",15520,"","","True"
329,"40164507020258260002","04/12/2025","DO MANIFESTE-SE A PARTE AUTORA NO PRAZO LEGAL
PROT PET REQ CITAÇÃO POR HORA CERTA","","True",17862,"","","True"
953,"11708364320248260100","17/11/2025","JUNTADO AR NEGATIVO
PROT PET REQ INTIMAÇÃO POR EDITAL","","True",17863,"","","True"
